PhysicalActivity5OrMoreDays,activity_days,QN80_group,BMIPCT
3.0,2.0,Did not meet recommendation,81.7100925
3.0,2.0,Did not meet recommendation,99.6759439
4.0,3.0,Did not meet recommendation,62.18674919
7.0,6.0,Met recommendation,41.90226796
3.0,2.0,Did not meet recommendation,96.99419797
4.0,3.0,Did not meet recommendation,17.54872121
6.0,5.0,Met recommendation,55.18146429
8.0,7.0,Met recommendation,71.88886111
8.0,7.0,Met recommendation,38.01943648
3.0,2.0,Did not meet recommendation,80.3927078
8.0,7.0,Met recommendation,93.2851331
2.0,1.0,Did not meet recommendation,93.9072722
4.0,3.0,Did not meet recommendation,96.51493262
2.0,1.0,Did not meet recommendation,57.565051
2.0,1.0,Did not meet recommendation,8.138467324
3.0,2.0,Did not meet recommendation,91.73244705
3.0,2.0,Did not meet recommendation,25.41657083
3.0,2.0,Did not meet recommendation,90.05873305
2.0,1.0,Did not meet recommendation,97.1520382
1.0,0.0,Did not meet recommendation,59.84743653
1.0,0.0,Did not meet recommendation,93.8107995
3.0,2.0,Did not meet recommendation,92.76477417
6.0,5.0,Met recommendation,68.93605413
4.0,3.0,Did not meet recommendation,5.810223165
1.0,0.0,Did not meet recommendation,52.62687394
7.0,6.0,Met recommendation,97.0639858
3.0,2.0,Did not meet recommendation,72.55345836
4.0,3.0,Did not meet recommendation,88.66525278
3.0,2.0,Did not meet recommendation,81.96841613
3.0,2.0,Did not meet recommendation,67.73802914
8.0,7.0,Met recommendation,60.76861032
6.0,5.0,Met recommendation,36.09086758
6.0,5.0,Met recommendation,97.42510515
7.0,6.0,Met recommendation,86.55514183
4.0,3.0,Did not meet recommendation,97.49494147
1.0,0.0,Did not meet recommendation,97.06188058
1.0,0.0,Did not meet recommendation,97.54537298
8.0,7.0,Met recommendation,58.10402513
1.0,0.0,Did not meet recommendation,54.76825471
8.0,7.0,Met recommendation,96.02199137
5.0,4.0,Did not meet recommendation,64.62836913
1.0,0.0,Did not meet recommendation,76.82269242
4.0,3.0,Did not meet recommendation,95.25979986
6.0,5.0,Met recommendation,15.90455258
4.0,3.0,Did not meet recommendation,37.10910697
3.0,2.0,Did not meet recommendation,7.433236146
4.0,3.0,Did not meet recommendation,90.98864651
6.0,5.0,Met recommendation,57.52992298
3.0,2.0,Did not meet recommendation,93.77769772
8.0,7.0,Met recommendation,92.39337265
8.0,7.0,Met recommendation,65.99443629
5.0,4.0,Did not meet recommendation,99.61112382
2.0,1.0,Did not meet recommendation,95.42945459
4.0,3.0,Did not meet recommendation,16.83873014
3.0,2.0,Did not meet recommendation,21.65105145
3.0,2.0,Did not meet recommendation,80.25071672
2.0,1.0,Did not meet recommendation,57.45496513
3.0,2.0,Did not meet recommendation,82.78836576
1.0,0.0,Did not meet recommendation,90.06772465
1.0,0.0,Did not meet recommendation,55.15612985
1.0,0.0,Did not meet recommendation,95.58328573
1.0,0.0,Did not meet recommendation,86.84669781
6.0,5.0,Met recommendation,72.58487629
1.0,0.0,Did not meet recommendation,16.73765563
1.0,0.0,Did not meet recommendation,94.73922869
1.0,0.0,Did not meet recommendation,86.31896631
8.0,7.0,Met recommendation,79.456875
1.0,0.0,Did not meet recommendation,79.37279924
1.0,0.0,Did not meet recommendation,99.50195472
2.0,1.0,Did not meet recommendation,84.84665926
1.0,0.0,Did not meet recommendation,99.83469344
8.0,7.0,Met recommendation,99.34328906
5.0,4.0,Did not meet recommendation,84.16819767
5.0,4.0,Did not meet recommendation,54.76825471
4.0,3.0,Did not meet recommendation,0.64388101
1.0,0.0,Did not meet recommendation,41.76200357
4.0,3.0,Did not meet recommendation,98.3625801
3.0,2.0,Did not meet recommendation,19.63535407
1.0,0.0,Did not meet recommendation,57.7634963
3.0,2.0,Did not meet recommendation,73.87758954
3.0,2.0,Did not meet recommendation,83.59949632
7.0,6.0,Met recommendation,47.04174902
1.0,0.0,Did not meet recommendation,42.79220671
7.0,6.0,Met recommendation,54.04791735
7.0,6.0,Met recommendation,96.02199137
1.0,0.0,Did not meet recommendation,29.00056766
5.0,4.0,Did not meet recommendation,82.95619566
3.0,2.0,Did not meet recommendation,63.48927185
1.0,0.0,Did not meet recommendation,47.52350758
3.0,2.0,Did not meet recommendation,57.92472989
5.0,4.0,Did not meet recommendation,91.19578866
8.0,7.0,Met recommendation,45.98732433
8.0,7.0,Met recommendation,32.11184331
1.0,0.0,Did not meet recommendation,73.49549106
4.0,3.0,Did not meet recommendation,72.77371208
8.0,7.0,Met recommendation,86.06465377
4.0,3.0,Did not meet recommendation,26.01707526
2.0,1.0,Did not meet recommendation,91.93240863
2.0,1.0,Did not meet recommendation,81.39556377
8.0,7.0,Met recommendation,3.346897723
1.0,0.0,Did not meet recommendation,95.59023937
1.0,0.0,Did not meet recommendation,51.65120624
1.0,0.0,Did not meet recommendation,98.243241
1.0,0.0,Did not meet recommendation,96.18066632
1.0,0.0,Did not meet recommendation,98.37193853
6.0,5.0,Met recommendation,95.92419084
6.0,5.0,Met recommendation,72.81720747
2.0,1.0,Did not meet recommendation,7.337996978
3.0,2.0,Did not meet recommendation,79.56062473
6.0,5.0,Met recommendation,95.32202267
3.0,2.0,Did not meet recommendation,78.52962614
2.0,1.0,Did not meet recommendation,77.00758829
1.0,0.0,Did not meet recommendation,54.64792215
4.0,3.0,Did not meet recommendation,74.0489888
3.0,2.0,Did not meet recommendation,64.78380301
4.0,3.0,Did not meet recommendation,42.05103451
1.0,0.0,Did not meet recommendation,87.91928191
4.0,3.0,Did not meet recommendation,10.19047263
1.0,0.0,Did not meet recommendation,92.80500857
1.0,0.0,Did not meet recommendation,1.274533136
1.0,0.0,Did not meet recommendation,0.949175535
2.0,1.0,Did not meet recommendation,54.81893823
8.0,7.0,Met recommendation,75.59564792
1.0,0.0,Did not meet recommendation,76.76225574
3.0,2.0,Did not meet recommendation,71.44508093
1.0,0.0,Did not meet recommendation,28.91092809
1.0,0.0,Did not meet recommendation,94.62610005
2.0,1.0,Did not meet recommendation,85.96959804
4.0,3.0,Did not meet recommendation,92.58112432
1.0,0.0,Did not meet recommendation,18.64933154
1.0,0.0,Did not meet recommendation,99.59389201
5.0,4.0,Did not meet recommendation,96.96236124
1.0,0.0,Did not meet recommendation,25.04857867
6.0,5.0,Met recommendation,97.89476687
4.0,3.0,Did not meet recommendation,98.63342533
3.0,2.0,Did not meet recommendation,48.32468565
6.0,5.0,Met recommendation,68.50243505
1.0,0.0,Did not meet recommendation,62.8321027
6.0,5.0,Met recommendation,22.86186612
1.0,0.0,Did not meet recommendation,89.0666343
4.0,3.0,Did not meet recommendation,5.221698862
8.0,7.0,Met recommendation,86.1407343
8.0,7.0,Met recommendation,80.23583676
8.0,7.0,Met recommendation,94.33868444
2.0,1.0,Did not meet recommendation,83.09080929
3.0,2.0,Did not meet recommendation,94.05766279
4.0,3.0,Did not meet recommendation,70.67451976
1.0,0.0,Did not meet recommendation,85.71224216
1.0,0.0,Did not meet recommendation,78.71212761
2.0,1.0,Did not meet recommendation,51.34192391
4.0,3.0,Did not meet recommendation,91.89342822
3.0,2.0,Did not meet recommendation,21.89069518
8.0,7.0,Met recommendation,99.48258298
1.0,0.0,Did not meet recommendation,27.57233516
2.0,1.0,Did not meet recommendation,74.23898476
1.0,0.0,Did not meet recommendation,51.28932037
1.0,0.0,Did not meet recommendation,29.7578994
1.0,0.0,Did not meet recommendation,92.61569365
5.0,4.0,Did not meet recommendation,38.01409877
1.0,0.0,Did not meet recommendation,27.25450767
7.0,6.0,Met recommendation,99.35762909
7.0,6.0,Met recommendation,91.89342822
7.0,6.0,Met recommendation,97.58793625
3.0,2.0,Did not meet recommendation,40.54914168
4.0,3.0,Did not meet recommendation,62.34302909
6.0,5.0,Met recommendation,90.08907671
1.0,0.0,Did not meet recommendation,98.28941691
6.0,5.0,Met recommendation,68.38112974
2.0,1.0,Did not meet recommendation,57.7634963
4.0,3.0,Did not meet recommendation,93.95733265
2.0,1.0,Did not meet recommendation,98.52352334
8.0,7.0,Met recommendation,61.4875819
1.0,0.0,Did not meet recommendation,90.74566924
4.0,3.0,Did not meet recommendation,78.62520147
4.0,3.0,Did not meet recommendation,99.45972584
3.0,2.0,Did not meet recommendation,95.88456361
1.0,0.0,Did not meet recommendation,70.02580011
6.0,5.0,Met recommendation,97.52205043
7.0,6.0,Met recommendation,65.10834035
7.0,6.0,Met recommendation,47.95897712
5.0,4.0,Did not meet recommendation,94.05416813
1.0,0.0,Did not meet recommendation,92.09920035
6.0,5.0,Met recommendation,79.19538136
8.0,7.0,Met recommendation,58.8744133
6.0,5.0,Met recommendation,97.95071688
4.0,3.0,Did not meet recommendation,40.55138048
3.0,2.0,Did not meet recommendation,45.87527465
3.0,2.0,Did not meet recommendation,80.79348995
6.0,5.0,Met recommendation,60.44079147
5.0,4.0,Did not meet recommendation,99.1094941
5.0,4.0,Did not meet recommendation,58.09322257
8.0,7.0,Met recommendation,38.84735987
1.0,0.0,Did not meet recommendation,99.56856299
1.0,0.0,Did not meet recommendation,59.36187206
1.0,0.0,Did not meet recommendation,92.94610432
6.0,5.0,Met recommendation,12.03046883
1.0,0.0,Did not meet recommendation,98.26889208
2.0,1.0,Did not meet recommendation,70.79270495
2.0,1.0,Did not meet recommendation,53.20245682
1.0,0.0,Did not meet recommendation,89.23519997
8.0,7.0,Met recommendation,40.05564445
2.0,1.0,Did not meet recommendation,8.447500337
1.0,0.0,Did not meet recommendation,29.36620695
8.0,7.0,Met recommendation,87.36289335
8.0,7.0,Met recommendation,99.80980039
6.0,5.0,Met recommendation,42.12549278
4.0,3.0,Did not meet recommendation,57.95910476
1.0,0.0,Did not meet recommendation,65.93660653
1.0,0.0,Did not meet recommendation,35.04876286
1.0,0.0,Did not meet recommendation,25.09923397
6.0,5.0,Met recommendation,13.53750567
2.0,1.0,Did not meet recommendation,95.84723835
8.0,7.0,Met recommendation,95.59023937
6.0,5.0,Met recommendation,61.12521977
1.0,0.0,Did not meet recommendation,73.71563971
3.0,2.0,Did not meet recommendation,1.77122352
8.0,7.0,Met recommendation,94.42613201
8.0,7.0,Met recommendation,93.82384404
1.0,0.0,Did not meet recommendation,87.89933447
1.0,0.0,Did not meet recommendation,37.6095217
8.0,7.0,Met recommendation,48.32468565
6.0,5.0,Met recommendation,13.74578822
8.0,7.0,Met recommendation,52.12369341
2.0,1.0,Did not meet recommendation,99.05146362
5.0,4.0,Did not meet recommendation,47.49270385
1.0,0.0,Did not meet recommendation,30.70445124
8.0,7.0,Met recommendation,93.38093618
1.0,0.0,Did not meet recommendation,40.43646118
2.0,1.0,Did not meet recommendation,57.60270767
5.0,4.0,Did not meet recommendation,37.55228267
8.0,7.0,Met recommendation,89.21867624
7.0,6.0,Met recommendation,45.83913136
2.0,1.0,Did not meet recommendation,43.94501206
8.0,7.0,Met recommendation,75.2628239
2.0,1.0,Did not meet recommendation,30.44393846
1.0,0.0,Did not meet recommendation,23.38379549
6.0,5.0,Met recommendation,69.87171391
8.0,7.0,Met recommendation,26.12873047
1.0,0.0,Did not meet recommendation,83.84481951
8.0,7.0,Met recommendation,72.81720747
1.0,0.0,Did not meet recommendation,36.41834536
1.0,0.0,Did not meet recommendation,51.32765319
1.0,0.0,Did not meet recommendation,87.68662103
6.0,5.0,Met recommendation,17.10726474
2.0,1.0,Did not meet recommendation,99.01275718
8.0,7.0,Met recommendation,93.00715187
2.0,1.0,Did not meet recommendation,73.71563971
3.0,2.0,Did not meet recommendation,13.01481827
1.0,0.0,Did not meet recommendation,47.28464354
3.0,2.0,Did not meet recommendation,95.88643657
7.0,6.0,Met recommendation,47.63991712
8.0,7.0,Met recommendation,47.28464354
1.0,0.0,Did not meet recommendation,30.14155853
8.0,7.0,Met recommendation,58.07262747
3.0,2.0,Did not meet recommendation,45.23145513
6.0,5.0,Met recommendation,32.49797332
4.0,3.0,Did not meet recommendation,0.892110261
8.0,7.0,Met recommendation,64.48479627
6.0,5.0,Met recommendation,97.81257649
1.0,0.0,Did not meet recommendation,96.71200852
1.0,0.0,Did not meet recommendation,20.85281344
4.0,3.0,Did not meet recommendation,92.38289452
3.0,2.0,Did not meet recommendation,93.8762319
4.0,3.0,Did not meet recommendation,22.66659312
1.0,0.0,Did not meet recommendation,89.43864374
4.0,3.0,Did not meet recommendation,62.19393818
7.0,6.0,Met recommendation,27.8727641
3.0,2.0,Did not meet recommendation,56.82844588
1.0,0.0,Did not meet recommendation,23.90166614
1.0,0.0,Did not meet recommendation,73.91347781
6.0,5.0,Met recommendation,96.86371878
1.0,0.0,Did not meet recommendation,7.598125146
1.0,0.0,Did not meet recommendation,96.30951314
2.0,1.0,Did not meet recommendation,44.92105057
1.0,0.0,Did not meet recommendation,99.75019808
3.0,2.0,Did not meet recommendation,66.99718709
1.0,0.0,Did not meet recommendation,83.86594073
3.0,2.0,Did not meet recommendation,43.15247839
8.0,7.0,Met recommendation,94.60980443
8.0,7.0,Met recommendation,0.299302817
8.0,7.0,Met recommendation,79.92192149
1.0,0.0,Did not meet recommendation,38.52844039
1.0,0.0,Did not meet recommendation,92.63103874
2.0,1.0,Did not meet recommendation,92.09238408
1.0,0.0,Did not meet recommendation,99.03689575
1.0,0.0,Did not meet recommendation,72.13833601
6.0,5.0,Met recommendation,77.81153178
1.0,0.0,Did not meet recommendation,75.92719998
2.0,1.0,Did not meet recommendation,83.39984129
4.0,3.0,Did not meet recommendation,47.9840088
6.0,5.0,Met recommendation,98.81371351
8.0,7.0,Met recommendation,9.162769583
1.0,0.0,Did not meet recommendation,32.81481009
6.0,5.0,Met recommendation,90.19374415
4.0,3.0,Did not meet recommendation,14.41009254
1.0,0.0,Did not meet recommendation,2.746666001
2.0,1.0,Did not meet recommendation,70.57774417
5.0,4.0,Did not meet recommendation,98.6391886
7.0,6.0,Met recommendation,92.41928342
8.0,7.0,Met recommendation,64.82966753
1.0,0.0,Did not meet recommendation,47.52350758
4.0,3.0,Did not meet recommendation,95.86762868
5.0,4.0,Did not meet recommendation,53.96737126
2.0,1.0,Did not meet recommendation,31.05604841
3.0,2.0,Did not meet recommendation,4.891812081
7.0,6.0,Met recommendation,18.66682582
5.0,4.0,Did not meet recommendation,95.71269842
7.0,6.0,Met recommendation,81.82099807
2.0,1.0,Did not meet recommendation,87.62899868
4.0,3.0,Did not meet recommendation,71.24517665
1.0,0.0,Did not meet recommendation,91.10128528
8.0,7.0,Met recommendation,79.73361306
1.0,0.0,Did not meet recommendation,26.01707526
4.0,3.0,Did not meet recommendation,97.199464
1.0,0.0,Did not meet recommendation,80.58606126
1.0,0.0,Did not meet recommendation,82.39060777
3.0,2.0,Did not meet recommendation,38.07674169
1.0,0.0,Did not meet recommendation,97.11900696
6.0,5.0,Met recommendation,51.07051564
4.0,3.0,Did not meet recommendation,72.01866756
1.0,0.0,Did not meet recommendation,5.925424048
6.0,5.0,Met recommendation,98.32881877
1.0,0.0,Did not meet recommendation,8.179150714
1.0,0.0,Did not meet recommendation,38.22137632
6.0,5.0,Met recommendation,82.18267485
4.0,3.0,Did not meet recommendation,94.86641154
5.0,4.0,Did not meet recommendation,68.37554129
7.0,6.0,Met recommendation,93.12572961
1.0,0.0,Did not meet recommendation,70.24465288
8.0,7.0,Met recommendation,87.0929914
8.0,7.0,Met recommendation,37.97610596
4.0,3.0,Did not meet recommendation,33.17546115
5.0,4.0,Did not meet recommendation,68.32942299
6.0,5.0,Met recommendation,83.8443561
6.0,5.0,Met recommendation,88.69767669
1.0,0.0,Did not meet recommendation,36.17262129
6.0,5.0,Met recommendation,35.70830555
2.0,1.0,Did not meet recommendation,93.26953677
6.0,5.0,Met recommendation,24.7571985
5.0,4.0,Did not meet recommendation,40.93399679
3.0,2.0,Did not meet recommendation,90.3259285
6.0,5.0,Met recommendation,60.76861032
1.0,0.0,Did not meet recommendation,7.683978269
6.0,5.0,Met recommendation,26.6755441
6.0,5.0,Met recommendation,80.72756796
1.0,0.0,Did not meet recommendation,73.48550449
3.0,2.0,Did not meet recommendation,84.25378028
6.0,5.0,Met recommendation,15.29718496
3.0,2.0,Did not meet recommendation,62.8727162
1.0,0.0,Did not meet recommendation,89.22633477
8.0,7.0,Met recommendation,99.39312265
1.0,0.0,Did not meet recommendation,85.98623842
1.0,0.0,Did not meet recommendation,5.105593606
8.0,7.0,Met recommendation,41.49272193
8.0,7.0,Met recommendation,69.77678882
8.0,7.0,Met recommendation,84.84665926
7.0,6.0,Met recommendation,59.81053194
4.0,3.0,Did not meet recommendation,89.41316525
8.0,7.0,Met recommendation,98.20741258
2.0,1.0,Did not meet recommendation,31.84410473
1.0,0.0,Did not meet recommendation,63.43175519
4.0,3.0,Did not meet recommendation,74.26220694
2.0,1.0,Did not meet recommendation,94.1589128
2.0,1.0,Did not meet recommendation,96.92327921
6.0,5.0,Met recommendation,96.02199137
8.0,7.0,Met recommendation,66.54483144
8.0,7.0,Met recommendation,5.750020485
6.0,5.0,Met recommendation,72.98083347
1.0,0.0,Did not meet recommendation,70.79270495
4.0,3.0,Did not meet recommendation,98.7925167
2.0,1.0,Did not meet recommendation,45.32759373
8.0,7.0,Met recommendation,92.09238408
8.0,7.0,Met recommendation,25.9046623
6.0,5.0,Met recommendation,47.66003889
6.0,5.0,Met recommendation,66.72581086
